[70, -0.35667494393873245, 100, 0.1, 0.02, 0, 0.007226392892477082, 0.007466890220451586, 1.0332804113411644, 0.00024049732797450443]
[70, -0.35667494393873245, 100, 0.1, 0.04, 0, 0.002670698371259949, 0.0029117286187933305, 1.0902498949814656, 0.00024103024753338153]
[70, -0.35667494393873245, 100, 0.1, 0.06, 0, 0.000922131704810535, 0.0010788677795765048, 1.1699714628054931, 0.00015673607476596977]
[70, -0.35667494393873245, 100, 0.1, 0.08, 0, 0.0002971951856839832, 0.00037935683159462115, 1.2764568535036869, 8.216164591063794e-05]
[70, -0.35667494393873245, 100, 0.1, 0.1, 0, 8.933727620917358e-05, 0.00012657639098404122, 1.4168373645920913, 3.723911477486764e-05]
[70, -0.35667494393873245, 100, 0.1, 0.12, 0, 2.503030149379565e-05, 4.0105123319066394e-05, 1.6022628943965136, 1.5074821825270744e-05]
[70, -0.35667494393873245, 100, 0.2, 0.02, 0, 0.7811168249746967, 0.7987812764687219, 1.0226143528461282, 0.01766445149402518]
[70, -0.35667494393873245, 100, 0.2, 0.04, 0, 0.5589897799241338, 0.5920035210467299, 1.0590596506560044, 0.03301374112259614]
[70, -0.35667494393873245, 100, 0.2, 0.06, 0, 0.39406978691486627, 0.43638444819071953, 1.1073785981085498, 0.04231466127585326]
[70, -0.35667494393873245, 100, 0.2, 0.08, 0, 0.2736003937087943, 0.3196162327452752, 1.1681863041668634, 0.04601583903648088]
[70, -0.35667494393873245, 100, 0.2, 0.1, 0, 0.18703999829604676, 0.2324865380696315, 1.2429776528422118, 0.04544653977358473]
[70, -0.35667494393873245, 100, 0.2, 0.12, 0, 0.1258730923620742, 0.16791296663884908, 1.3339861878966721, 0.042039874276774886]
[70, -0.35667494393873245, 100, 0.3, 0.02, 0, 3.0755624577140095, 3.128777045022976, 1.0173023920146689, 0.05321458730896644]
[70, -0.35667494393873245, 100, 0.3, 0.04, 0, 2.5301638348181257, 2.6416705082329845, 1.0440709300640503, 0.11150667341485887]
[70, -0.35667494393873245, 100, 0.3, 0.06, 0, 2.068669980626267, 2.2308868500666366, 1.0784160213855185, 0.1622168694403694]
[70, -0.35667494393873245, 100, 0.3, 0.08, 0, 1.6807798254791515, 1.8829256179620781, 1.1202690497699779, 0.20214579248292663]
[70, -0.35667494393873245, 100, 0.3, 0.1, 0, 1.3569622362787879, 1.587699397888331, 1.170039486317833, 0.23073716160954305]
[70, -0.35667494393873245, 100, 0.3, 0.12, 0, 1.088488772244125, 1.3371406814273072, 1.228437734521174, 0.24865190918318225]
[70, -0.35667494393873245, 100, 0.4, 0.02, 0, 6.216299515591438, 6.305710451845588, 1.0143833056997806, 0.08941093625414975]
[70, -0.35667494393873245, 100, 0.4, 0.04, 0, 5.407600822852939, 5.602202765154933, 1.035986743229935, 0.19460194230199424]
[70, -0.35667494393873245, 100, 0.4, 0.06, 0, 4.688628001182623, 4.984440564547812, 1.063091497830618, 0.2958125633651889]
[70, -0.35667494393873245, 100, 0.4, 0.08, 0, 4.051682491396351, 4.438384952584823, 1.0954424395321265, 0.38670246118847196]
[70, -0.35667494393873245, 100, 0.4, 0.1, 0, 3.4894269368911006, 3.9539615326823903, 1.1331263282460833, 0.46453459579128964]
[70, -0.35667494393873245, 100, 0.4, 0.12, 0, 2.994905111917265, 3.5232460136510553, 1.17641323580885, 0.5283409017337903]
[70, -0.35667494393873245, 100, 0.5, 0.02, 0, 9.740834777918792, 9.863732789738897, 1.0126167843539138, 0.12289801182010507]
[70, -0.35667494393873245, 100, 0.5, 0.04, 0, 8.725295365169139, 8.997051391411109, 1.0311457681222809, 0.27175602624197026]
[70, -0.35667494393873245, 100, 0.5, 0.06, 0, 7.799800545597982, 8.22109650676261, 1.0540136839014937, 0.42129596116462764]
[70, -0.35667494393873245, 100, 0.5, 0.08, 0, 6.958171146016015, 7.52113417755775, 1.080906752611865, 0.5629630315417344]
[70, -0.35667494393873245, 100, 0.5, 0.1, 0, 6.194468709204537, 6.886938951359733, 1.1117884801203748, 0.6924702421551956]
[70, -0.35667494393873245, 100, 0.5, 0.12, 0, 5.503002526091563, 6.310616814707004, 1.1467588438831844, 0.8076142886154409]
[70, -0.35667494393873245, 100, 0.6, 0.02, 0, 13.422000692633787, 13.576269628075778, 1.0114937362152467, 0.1542689354419906]
[70, -0.35667494393873245, 100, 0.6, 0.04, 0, 12.238256298599364, 12.581777004049092, 1.0280694158602515, 0.3435207054497287]
[70, -0.35667494393873245, 100, 0.6, 0.06, 0, 11.14372008785055, 11.681569214263572, 1.0482647735381843, 0.5378491264130218]
[70, -0.35667494393873245, 100, 0.6, 0.08, 0, 10.13309983839815, 10.860126929819279, 1.0717477477786361, 0.7270270914211281]
[70, -0.35667494393873245, 100, 0.6, 0.1, 0, 9.20129934302188, 10.10695753395235, 1.0984272065463567, 0.9056581909304704]
[70, -0.35667494393873245, 100, 0.6, 0.12, 0, 8.343419237234347, 9.414085838019218, 1.128324679647738, 1.0706666007848717]
[80, -0.2231435513142097, 100, 0.1, 0.02, 0, 0.13818373158751973, 0.1447970438152101, 1.0478588336826162, 0.006613312227690377]
[80, -0.2231435513142097, 100, 0.1, 0.04, 0, 0.06413761311583119, 0.07276336149900323, 1.1344881414216976, 0.008625748383172038]
[80, -0.2231435513142097, 100, 0.1, 0.06, 0, 0.027927281570530992, 0.035264840157305063, 1.2627380172410587, 0.007337558586774071]
[80, -0.2231435513142097, 100, 0.1, 0.08, 0, 0.01139174987984566, 0.016464546727109952, 1.445304444073084, 0.005072796847264293]
