[50, 100, 0.1, 0.01, 0.1, 1, 1, 2020, 1, 2, 2021, 1.0630005317284836, 1.2538834193370318e-14, 1.332878741480794e-14]
[50, 100, 0.1, 0.01, 0.1, 1, 1, 2020, 1, 3, 2021, 1.0756747386623509, 5.5929243057220264e-14, 6.016167390915851e-14]
[50, 100, 0.1, 0.01, 0.1, 1, 1, 2020, 1, 4, 2021, 1.0765175926129606, 2.4915710244405876e-13, 2.6822200410549896e-13]
[50, 100, 0.1, 0.01, 0.1, 1, 1, 2020, 1, 5, 2021, 1.083625366497828, 8.590567291775228e-13, 9.308956629974184e-13]
[50, 100, 0.1, 0.01, 0.1, 1, 1, 2020, 1, 6, 2021, 1.0919603848864647, 2.654411574855261e-12, 2.898512284926038e-12]
[50, 100, 0.1, 0.01, 0.1, 1, 1, 2020, 1, 7, 2021, 1.1075228490971678, 6.824793265089557e-12, 7.55861448145115e-12]
[50, 100, 0.1, 0.01, 0.1, 1, 1, 2020, 1, 8, 2021, 1.1082923293675384, 1.7025500817604276e-11, 1.8869231959791572e-11]
[50, 100, 0.1, 0.01, 0.1, 1, 1, 2020, 1, 9, 2021, 1.1169211035917612, 3.766478358942642e-11, 4.2068591653247016e-11]
[50, 100, 0.1, 0.01, 0.1, 1, 1, 2020, 1, 10, 2021, 1.125736537551077, 7.558896122997007e-11, 8.509325549210912e-11]
[50, 100, 0.1, 0.01, 0.1, 1, 1, 2020, 1, 11, 2021, 1.1346498176322861, 1.4549034201673372e-10, 1.6508059003654585e-10]
[50, 100, 0.1, 0.01, 0.1, 1, 1, 2020, 1, 12, 2021, 1.1444834278245162, 2.5900815921240907e-10, 2.96430545889936e-10]
[50, 100, 0.15, 0.01, 0.1, 1, 1, 2020, 1, 2, 2021, 1.0602437483428055, 3.9759863785117975e-07, 4.2155147013132854e-07]
[50, 100, 0.15, 0.01, 0.1, 1, 1, 2020, 1, 3, 2021, 1.0665522012492497, 8.057314468754518e-07, 8.59354648280756e-07]
[50, 100, 0.15, 0.01, 0.1, 1, 1, 2020, 1, 4, 2021, 1.0745301597219763, 1.6049682861694752e-06, 1.7245868288863927e-06]
[50, 100, 0.15, 0.01, 0.1, 1, 1, 2020, 1, 5, 2021, 1.0806929905748848, 2.8814800259685315e-06, 3.1139952665457287e-06]
[50, 100, 0.15, 0.01, 0.1, 1, 1, 2020, 1, 6, 2021, 1.0884055527060084, 4.896816791590226e-06, 5.3297225865508225e-06]
[50, 100, 0.15, 0.01, 0.1, 1, 1, 2020, 1, 7, 2021, 1.0940694700213562, 7.74237274581921e-06, 8.470693646726217e-06]
[50, 100, 0.15, 0.01, 0.1, 1, 1, 2020, 1, 8, 2021, 1.1006014903536638, 1.1898448945754584e-05, 1.3095450642594475e-05]
[50, 100, 0.15, 0.01, 0.1, 1, 1, 2020, 1, 9, 2021, 1.1109079832568933, 1.7244805242474777e-05, 1.9157391813575555e-05]
[50, 100, 0.15, 0.01, 0.1, 1, 1, 2020, 1, 10, 2021, 1.116413250699168, 2.4260190118454323e-05, 2.708439771272342e-05]
[50, 100, 0.15, 0.01, 0.1, 1, 1, 2020, 1, 11, 2021, 1.123448718163718, 3.3185263978152456e-05, 3.728194227817999e-05]
[50, 100, 0.15, 0.01, 0.1, 1, 1, 2020, 1, 12, 2021, 1.1319531664137672, 4.3611234707897655e-05, 4.936587521881873e-05]
[50, 100, 0.2, 0.01, 0.1, 1, 1, 2020, 1, 2, 2021, 1.058069208282771, 0.00023913352071176837, 0.00025301981493337236]
[50, 100, 0.2, 0.01, 0.1, 1, 1, 2020, 1, 3, 2021, 1.061772006188143, 0.00036979093713858423, 0.00039263366519582803]
[50, 100, 0.2, 0.01, 0.1, 1, 1, 2020, 1, 4, 2021, 1.0675712088885798, 0.0005621992452353588, 0.0006001877278721592]
[50, 100, 0.2, 0.01, 0.1, 1, 1, 2020, 1, 5, 2021, 1.075382954716771, 0.0007961996401533096, 0.0008562195215724959]
[50, 100, 0.2, 0.01, 0.1, 1, 1, 2020, 1, 6, 2021, 1.0796336399530697, 0.0011085906689187904, 0.001196871779102802]
[50, 100, 0.2, 0.01, 0.1, 1, 1, 2020, 1, 7, 2021, 1.0859525596558537, 0.0014638860848470517, 0.001589710840884242]
[50, 100, 0.2, 0.01, 0.1, 1, 1, 2020, 1, 8, 2021, 1.0939677694697643, 0.0018901981160152407, 0.0020678158168331434]
[50, 100, 0.2, 0.01, 0.1, 1, 1, 2020, 1, 9, 2021, 1.100416248146434, 0.002393405795665334, 0.0026337426259579774]
[50, 100, 0.2, 0.01, 0.1, 1, 1, 2020, 1, 10, 2021, 1.1068908590087119, 0.0029394641455321334, 0.0032536659930733724]
[50, 100, 0.2, 0.01, 0.1, 1, 1, 2020, 1, 11, 2021, 1.1139889980160125, 0.0035635385339274663, 0.0039697427208013085]
[50, 100, 0.2, 0.01, 0.1, 1, 1, 2020, 1, 12, 2021, 1.1204830596049453, 0.004224696318306061, 0.004733700656637323]
[50, 100, 0.25, 0.01, 0.1, 1, 1, 2020, 1, 2, 2021, 1.052812033175295, 0.005825274317283103, 0.006132918897782652]
[50, 100, 0.25, 0.01, 0.1, 1, 1, 2020, 1, 3, 2021, 1.0580066848233496, 0.007821072900213081, 0.008274747410916182]
[50, 100, 0.25, 0.01, 0.1, 1, 1, 2020, 1, 4, 2021, 1.0631439648286183, 0.010482033091575606, 0.01114391022044247]
[50, 100, 0.25, 0.01, 0.1, 1, 1, 2020, 1, 5, 2021, 1.068022915706659, 0.013434510275925418, 0.014348364835984936]
[50, 100, 0.25, 0.01, 0.1, 1, 1, 2020, 1, 6, 2021, 1.073596554031542, 0.016848615446452657, 0.018088615483514182]
[50, 100, 0.25, 0.01, 0.1, 1, 1, 2020, 1, 7, 2021, 1.079075231267621, 0.020506732694767774, 0.022128307325149824]
[50, 100, 0.25, 0.01, 0.1, 1, 1, 2020, 1, 8, 2021, 1.0847647992060574, 0.02462685579407679, 0.02671434628053824]
[50, 100, 0.25, 0.01, 0.1, 1, 1, 2020, 1, 9, 2021, 1.0905058564464993, 0.029064268742007165, 0.03169475527649374]
[50, 100, 0.25, 0.01, 0.1, 1, 1, 2020, 1, 10, 2021, 1.096420352010858, 0.03360521789338049, 0.03684544483206181]
[50, 100, 0.25, 0.01, 0.1, 1, 1, 2020, 1, 11, 2021, 1.1031330257466678, 0.03846784753146903, 0.04243515304135091]
[50, 100, 0.25, 0.01, 0.1, 1, 1, 2020, 1, 12, 2021, 1.1087647728655932, 0.04341615835592301, 0.0481383069582016]
[50, 100, 0.3, 0.01, 0.1, 1, 1, 2020, 1, 2, 2021, 1.0494823645846512, 0.03783123258991004, 0.0397032114336107]
[50, 100, 0.3, 0.01, 0.1, 1, 1, 2020, 1, 3, 2021, 1.053748036339354, 0.047381836560539486, 0.049928517233820705]
[50, 100, 0.3, 0.01, 0.1, 1, 1, 2020, 1, 4, 2021, 1.0588188719413776, 0.05896136295517789, 0.06242940381232759]
[50, 100, 0.3, 0.01, 0.1, 1, 1, 2020, 1, 5, 2021, 1.0636456882822392, 0.07116264925265034, 0.07569184504432284]
[50, 100, 0.3, 0.01, 0.1, 1, 1, 2020, 1, 6, 2021, 1.068561371125785, 0.08467043960916994, 0.09047556104259762]
[50, 100, 0.3, 0.01, 0.1, 1, 1, 2020, 1, 7, 2021, 1.0732531609408131, 0.09852907801788915, 0.10574664442728353]
[50, 100, 0.3, 0.01, 0.1, 1, 1, 2020, 1, 8, 2021, 1.0783965152065924, 0.11341745342031825, 0.12230898653207722]
[50, 100, 0.3, 0.01, 0.1, 1, 1, 2020, 1, 9, 2021, 1.0840235614085958, 0.12864149955141507, 0.13945041648866724]
[50, 100, 0.3, 0.01, 0.1, 1, 1, 2020, 1, 10, 2021, 1.08930903704701, 0.14367108220520508, 0.15650220820845376]
[50, 100, 0.3, 0.01, 0.1, 1, 1, 2020, 1, 11, 2021, 1.0941192169663283, 0.16005012908539978, 0.1751139219102774]
[50, 100, 0.3, 0.01, 0.1, 1, 1, 2020, 1, 12, 2021, 1.100141817086003, 0.17550199346409423, 0.19307708199180443]
[50, 100, 0.35, 0.01, 0.1, 1, 1, 2020, 1, 2, 2021, 1.0465734266857873, 0.12868164336881657, 0.1346747884520608]
[50, 100, 0.35, 0.01, 0.1, 1, 1, 2020, 1, 3, 2021, 1.050520675549042, 0.1542070338756096, 0.1619976774014194]
[50, 100, 0.35, 0.01, 0.1, 1, 1, 2020, 1, 4, 2021, 1.054958927568467, 0.1840569426315769, 0.19417251481013922]
[50, 100, 0.35, 0.01, 0.1, 1, 1, 2020, 1, 5, 2021, 1.0594155546222952, 0.21419852092606112, 0.22692524484615836]
[50, 100, 0.35, 0.01, 0.1, 1, 1, 2020, 1, 6, 2021, 1.0642714605315786, 0.24619915572725073, 0.2620227350474827]
[50, 100, 0.35, 0.01, 0.1, 1, 1, 2020, 1, 7, 2021, 1.0688900618585204, 0.2777610711009093, 0.29689604847093987]
[50, 100, 0.35, 0.01, 0.1, 1, 1, 2020, 1, 8, 2021, 1.0731136993557702, 0.31189951784891207, 0.3347036454261271]
[50, 100, 0.35, 0.01, 0.1, 1, 1, 2020, 1, 9, 2021, 1.0781488155628296, 0.3457055008463767, 0.3727219762710758]
[50, 100, 0.35, 0.01, 0.1, 1, 1, 2020, 1, 10, 2021, 1.08287363245065, 0.37839091122786095, 0.40974954052762524]
[50, 100, 0.35, 0.01, 0.1, 1, 1, 2020, 1, 11, 2021, 1.0875729476929932, 0.41303090011929583, 0.4492012335310328]
[50, 100, 0.35, 0.01, 0.1, 1, 1, 2020, 1, 12, 2021, 1.0927696454603661, 0.4452376530018538, 0.4865421922164413]
[50, 100, 0.4, 0.01, 0.1, 1, 1, 2020, 1, 2, 2021, 1.0442955402596898, 0.30487202354866233, 0.3183764945418152]
